,carat,cut,color,clarity,depth,table,price,x,y,z
39737,0.37,0,2,1,62.0,57.0,1092,4.59,4.62,2.85
39739,0.35,0,3,3,61.2,55.0,1092,4.62,4.59,2.82
39741,0.39,1,2,4,60.6,55.0,1092,4.77,4.73,2.88
39742,0.43,0,2,3,61.4,56.0,1093,4.87,4.9,3.0
39743,0.47,3,5,2,61.8,62.0,1093,4.94,4.97,3.06
39744,0.53,1,6,5,62.7,56.0,1093,5.18,5.15,3.24
39745,0.53,0,3,7,62.4,56.0,1093,5.18,5.14,3.22
39746,0.43,0,3,5,62.4,56.0,1093,4.87,4.84,3.02
39747,0.5,3,2,7,63.8,59.0,1094,5.02,4.95,3.18
39748,0.5,0,2,7,60.9,57.0,1094,5.15,5.1,3.12
39749,0.5,1,4,6,62.3,59.0,1094,5.02,4.99,3.12
39750,0.3,0,0,2,62.1,56.0,1094,4.32,4.31,2.68
39751,0.43,0,4,2,62.3,54.0,1094,4.84,4.85,3.02
39753,0.42,0,4,2,61.9,54.2,1094,4.8,4.82,2.98
39754,0.56,0,6,5,61.7,54.0,1094,5.31,5.36,3.29
39755,0.43,0,1,4,63.0,55.0,1094,4.85,4.87,3.06
39756,0.36,0,0,4,60.8,57.0,1094,4.59,4.62,2.8
39757,0.36,0,0,4,61.7,55.0,1094,4.58,4.62,2.84
39758,0.51,0,3,7,61.3,55.0,1094,5.17,5.19,3.17
39759,0.56,0,5,6,62.1,54.0,1094,5.3,5.32,3.3
39760,0.53,0,5,6,61.5,56.0,1094,5.21,5.23,3.21
39761,0.52,0,5,6,61.8,54.0,1094,5.16,5.19,3.2
39762,0.36,1,0,5,60.5,58.0,1094,4.63,4.6,2.79
39763,0.36,0,1,4,62.0,56.0,1094,4.59,4.57,2.84
39764,0.36,1,1,4,61.3,58.0,1094,4.58,4.56,2.8
39765,0.36,0,1,4,61.8,56.0,1094,4.6,4.56,2.83
39766,0.36,0,1,4,62.4,55.0,1094,4.61,4.59,2.87
39767,0.36,0,1,4,61.6,57.0,1094,4.58,4.54,2.81
39768,0.36,0,1,4,61.7,56.0,1094,4.58,4.56,2.82
39769,0.36,1,1,4,60.4,58.0,1094,4.67,4.64,2.81
39770,0.36,0,0,5,61.8,56.0,1094,4.6,4.56,2.83
39771,0.36,0,0,5,61.0,56.0,1094,4.63,4.59,2.81
39772,0.5,2,2,7,63.5,58.0,1094,5.03,4.98,3.18
39773,0.5,1,2,7,62.2,54.0,1094,5.14,5.08,3.18
39774,0.36,1,0,5,61.0,58.0,1094,4.62,4.59,2.81
39775,0.36,1,0,5,59.1,58.0,1094,4.68,4.63,2.75
39776,0.36,1,0,5,61.8,58.0,1094,4.58,4.55,2.82
39777,0.36,0,0,5,61.5,57.0,1094,4.58,4.56,2.81
39778,0.36,0,0,5,60.6,57.0,1094,4.61,4.57,2.78
39779,0.36,1,0,5,61.0,59.0,1094,4.61,4.57,2.8
39780,0.36,0,0,5,61.7,55.0,1094,4.6,4.58,2.83
39781,0.36,0,0,5,61.6,56.0,1094,4.57,4.55,2.81
39782,0.33,1,3,1,59.4,59.0,1094,4.54,4.49,2.68
39783,0.36,0,0,5,61.1,57.0,1094,4.62,4.58,2.81
39784,0.3,0,3,2,62.1,56.0,1094,4.35,4.28,2.68
39785,0.58,2,6,6,62.1,57.0,1095,5.35,5.41,3.34
39786,0.39,1,3,2,59.9,59.0,1095,4.73,4.75,2.84
39787,0.39,0,0,4,61.9,57.0,1095,4.69,4.71,2.91
39788,0.32,0,1,1,62.6,55.0,1095,4.38,4.41,2.75
39789,0.39,0,0,4,60.3,56.0,1095,4.71,4.77,2.86
39790,0.32,0,1,1,61.9,56.0,1095,4.4,4.42,2.73
39791,0.39,1,3,2,60.4,59.0,1095,4.72,4.75,2.86
39792,0.39,0,3,2,62.3,57.0,1095,4.64,4.7,2.91
39793,0.39,0,0,4,62.0,57.0,1095,4.67,4.71,2.91
39794,0.32,1,1,1,61.6,58.0,1095,4.38,4.39,2.7
39795,0.38,0,0,4,62.4,56.0,1095,4.64,4.68,2.91
39796,0.36,0,0,4,61.1,56.0,1095,4.6,4.63,2.82
39797,0.5,0,2,7,62.0,58.0,1095,5.08,5.11,3.16
39798,0.38,0,0,3,59.7,62.0,1096,4.71,4.74,2.82
39799,0.38,0,0,3,62.5,53.0,1096,4.63,4.68,2.91
39800,0.38,0,2,2,62.4,53.0,1096,4.63,4.67,2.9
39801,0.38,0,2,2,62.1,55.0,1096,4.66,4.71,2.91
39802,0.35,0,2,2,61.3,55.0,1096,4.55,4.58,2.8
39803,0.38,0,2,2,61.0,57.0,1096,4.67,4.71,2.86
39804,0.38,0,2,2,62.3,54.0,1096,4.64,4.7,2.91
39805,0.38,0,2,2,62.4,54.0,1096,4.66,4.7,2.92
39806,0.38,0,2,2,61.9,55.0,1096,4.67,4.7,2.9
39807,0.42,1,4,2,60.9,62.0,1096,4.86,4.8,2.94
39808,0.54,1,2,7,61.8,61.0,1097,5.28,5.18,3.23
39809,0.57,1,5,7,62.1,60.0,1097,5.32,5.27,3.29
39810,0.5,2,1,7,59.9,57.0,1097,5.12,5.16,3.08
39811,0.39,0,2,3,61.8,55.0,1097,4.68,4.75,2.92
39812,0.4,0,3,2,60.8,57.0,1097,4.78,4.81,2.91
39813,0.4,0,3,2,61.7,55.0,1097,4.75,4.78,2.94
39814,0.4,0,3,2,61.8,56.0,1097,4.72,4.75,2.92
39815,0.4,0,3,2,61.7,57.0,1097,4.71,4.74,2.91
39816,0.4,0,3,2,60.8,54.0,1097,4.8,4.83,2.93
39817,0.5,2,1,7,63.2,61.0,1097,5.05,5.02,3.18
39818,0.3,1,1,1,61.0,59.0,1097,4.33,4.29,2.63
39819,0.38,0,1,4,62.1,57.0,1097,4.65,4.62,2.88
39820,0.3,1,1,1,61.9,58.0,1097,4.3,4.26,2.65
39821,0.38,0,1,3,62.4,56.0,1097,4.69,4.63,2.91
39822,0.3,1,1,1,60.1,60.0,1097,4.32,4.3,2.59
39823,0.57,1,5,7,62.1,57.0,1097,5.33,5.29,3.3
39824,0.39,1,4,3,62.1,58.0,1097,4.65,4.63,2.88
39825,0.39,1,3,4,62.6,58.0,1097,4.7,4.66,2.93
39826,0.39,1,3,4,62.4,57.0,1097,4.68,4.62,2.9
39827,0.39,1,1,4,59.6,60.0,1097,4.75,4.72,2.82
39828,0.39,0,1,4,62.3,57.0,1097,4.67,4.64,2.9
39830,0.5,1,1,7,62.4,59.0,1097,5.09,5.0,3.15
39831,0.5,1,1,7,61.0,62.0,1097,5.13,5.09,3.12
39832,0.5,2,3,6,61.1,57.0,1098,5.14,5.2,3.16
39833,0.5,2,1,7,63.0,57.0,1098,5.01,5.05,3.17
39834,0.51,2,1,7,62.0,57.0,1098,5.09,5.13,3.17
39835,0.51,0,1,7,61.0,56.0,1098,5.16,5.2,3.16
39836,0.38,2,1,2,62.4,57.0,1098,4.62,4.71,2.91
39837,0.51,2,1,7,60.3,56.0,1098,5.19,5.22,3.14
39838,0.54,0,2,7,62.0,54.0,1098,5.23,5.28,3.26
39839,0.52,0,4,6,61.9,56.0,1098,5.16,5.22,3.2
39842,0.54,2,4,7,62.7,59.0,1099,5.17,5.2,3.25
39843,0.5,0,6,5,61.6,57.0,1099,5.08,5.12,3.14
39844,0.41,0,4,1,61.1,54.0,1099,4.8,4.85,2.95
39845,0.3,1,0,3,59.6,61.0,1099,4.39,4.34,2.6
39846,0.51,2,2,7,62.7,56.0,1100,5.07,5.1,3.19
39847,0.55,2,6,6,60.9,56.0,1100,5.29,5.35,3.24
39848,0.38,0,1,3,62.2,56.0,1100,4.58,4.65,2.87
39849,0.38,0,1,3,62.0,57.0,1100,4.61,4.62,2.86
39850,0.38,0,1,3,61.6,55.0,1100,4.67,4.72,2.89
39851,0.38,0,1,3,61.6,55.0,1100,4.63,4.66,2.86
39852,0.38,0,1,3,61.9,57.0,1100,4.63,4.65,2.87
39853,0.57,3,6,5,63.3,56.0,1100,5.24,5.28,3.33
39854,0.33,0,0,2,61.0,55.0,1100,4.47,4.52,2.74
39855,0.39,0,1,3,62.1,54.6,1100,4.67,4.7,2.91
39856,0.52,0,3,7,61.1,56.0,1100,5.19,5.22,3.18
39857,0.51,0,2,7,61.0,55.0,1100,5.18,5.21,3.17
39858,0.55,0,6,6,60.9,57.0,1100,5.24,5.3,3.21
39859,0.41,0,4,1,61.8,55.0,1100,4.79,4.82,2.97
39860,0.51,2,3,7,63.2,57.0,1100,5.07,5.03,3.19
39861,0.38,0,2,2,62.0,54.7,1101,4.62,4.67,2.88
39862,0.38,0,2,2,62.3,54.1,1101,4.63,4.66,2.9
39863,0.55,0,6,6,61.0,56.0,1101,5.31,5.34,3.25
39864,0.39,0,3,1,61.9,54.0,1101,4.67,4.73,2.91
39866,0.38,1,2,4,62.7,57.0,1101,4.71,4.64,2.93
39868,0.42,0,4,3,61.9,55.0,1102,4.83,4.86,3.0
39869,0.3,0,1,2,61.2,57.0,1102,4.33,4.36,2.66
39870,0.49,0,4,6,59.9,56.0,1102,5.15,5.18,3.1
39871,0.36,1,1,3,61.7,59.0,1102,4.56,4.52,2.8
39872,0.47,1,3,5,61.8,60.0,1102,4.98,4.95,3.07
39874,0.33,2,1,2,61.5,57.0,1103,4.44,4.48,2.75
39875,0.37,0,1,2,61.5,56.0,1103,4.59,4.64,2.84
39876,0.56,0,2,7,61.8,57.0,1103,5.28,5.33,3.28
39877,0.35,1,3,2,61.8,57.0,1103,4.53,4.5,2.79
39878,0.42,0,3,3,60.7,55.0,1103,4.89,4.86,2.96
39879,0.42,0,3,3,61.3,56.0,1103,4.82,4.81,2.95
39880,0.42,0,3,3,62.4,55.0,1103,4.82,4.79,3.0
39881,0.42,0,3,3,62.7,56.0,1103,4.77,4.74,2.98
39882,0.42,0,3,3,62.6,55.0,1103,4.78,4.77,2.99
39883,0.42,0,3,3,62.1,57.0,1103,4.8,4.77,2.97
39884,0.42,0,3,3,62.2,56.0,1103,4.81,4.77,2.98
39885,0.42,1,3,3,60.4,59.0,1103,4.82,4.78,2.9
39886,0.42,1,2,4,59.9,61.0,1103,4.88,4.84,2.91
39887,0.42,0,2,4,60.9,57.0,1103,4.88,4.84,2.96
39888,0.42,1,2,4,61.2,58.0,1103,4.86,4.82,2.96
39889,0.42,0,2,4,61.0,57.0,1103,4.87,4.84,2.96
39890,0.42,0,2,4,61.3,57.0,1103,4.85,4.8,2.96
39891,0.42,1,2,4,61.8,59.0,1103,4.83,4.81,2.98
39892,0.42,0,2,4,61.4,57.0,1103,4.83,4.78,2.95
39893,0.42,0,2,4,61.9,57.0,1103,4.81,4.79,2.97
39894,0.42,1,2,4,60.9,59.0,1103,4.85,4.8,2.94
39895,0.42,0,2,4,62.3,55.0,1103,4.79,4.77,2.98
39896,0.42,1,2,4,61.9,55.0,1103,4.82,4.78,2.97
39897,0.42,0,0,5,61.4,56.0,1103,4.84,4.8,2.96
39898,0.42,0,0,5,61.8,56.0,1103,4.84,4.8,2.98
39899,0.42,0,0,5,61.2,56.0,1103,4.84,4.8,2.95
39900,0.42,0,0,5,62.2,55.0,1103,4.8,4.75,2.97
39901,0.42,0,0,5,62.4,55.0,1103,4.82,4.8,3.0
39902,0.42,0,0,5,62.1,54.0,1103,4.83,4.8,2.99
39903,0.35,0,4,1,61.7,54.0,1103,4.55,4.53,2.8
39904,0.49,1,4,5,59.5,62.0,1103,5.14,5.12,3.05
39905,0.56,1,3,7,59.6,58.0,1103,5.42,5.35,3.21
39907,0.5,2,1,7,60.6,59.0,1104,5.07,5.12,3.09
39908,0.51,2,1,7,60.7,56.0,1104,5.17,5.21,3.15
39909,0.5,0,1,7,62.6,56.0,1104,5.05,5.11,3.18
39910,0.5,0,1,7,61.8,58.0,1104,5.08,5.11,3.15
39911,0.38,0,2,3,62.7,56.0,1104,4.64,4.61,2.9
39912,0.4,0,3,4,62.9,55.0,1104,4.76,4.71,2.98
39914,0.54,2,5,7,62.9,57.0,1105,5.18,5.21,3.27
39915,0.51,2,5,7,60.5,56.0,1105,5.23,5.25,3.17
39916,0.45,0,3,3,61.8,57.0,1105,4.9,4.94,3.04
39917,0.42,2,1,4,62.1,55.0,1105,4.81,4.85,3.0
39918,0.41,0,0,4,62.4,56.0,1105,4.75,4.8,2.98
39919,0.41,1,0,3,61.9,59.0,1105,4.75,4.78,2.95
39920,0.41,0,0,3,62.5,57.0,1105,4.72,4.75,2.96
39921,0.41,0,0,3,61.1,56.0,1105,4.78,4.81,2.93
39922,0.41,1,0,3,62.2,58.0,1105,4.78,4.8,2.98
39923,0.42,1,1,4,62.2,59.0,1105,4.76,4.79,2.97
39924,0.42,1,1,4,59.5,59.0,1105,4.86,4.88,2.9
39925,0.45,2,3,3,61.4,61.0,1105,4.89,4.95,3.02
39926,0.42,0,1,4,61.6,57.0,1105,4.8,4.84,2.97
39927,0.31,0,1,2,61.7,55.0,1105,4.38,4.4,2.71
39928,0.31,0,1,2,61.3,56.0,1105,4.38,4.4,2.69
39929,0.31,0,1,2,61.5,56.0,1105,4.34,4.37,2.68
39930,0.35,2,5,5,61.7,57.0,491,4.52,4.56,2.8
39931,0.34,0,2,6,59.4,57.0,491,4.54,4.58,2.71
39932,0.3,1,4,4,62.1,59.0,491,4.25,4.28,2.65
39933,0.3,3,4,4,63.2,58.0,491,4.22,4.26,2.68
39934,0.24,2,2,3,61.9,56.0,492,3.97,4.01,2.47
39935,0.23,2,0,3,62.5,58.0,492,3.89,3.92,2.44
39936,0.24,2,0,3,62.9,59.0,492,3.95,3.97,2.49
39937,0.24,2,1,2,63.5,57.0,492,3.94,3.96,2.51
39938,0.23,2,1,2,62.0,58.0,492,3.92,3.95,2.44
39939,0.24,2,0,2,61.9,54.0,492,3.99,4.02,2.48
39940,0.23,2,0,2,61.3,61.0,492,3.94,3.99,2.43
39941,0.28,2,3,5,61.3,57.0,492,4.21,4.24,2.59
39942,0.23,2,1,1,59.9,58.0,492,3.98,4.03,2.4
39947,0.24,3,1,2,60.8,64.0,492,3.97,3.99,2.42
39950,0.33,1,0,7,62.7,58.0,492,4.39,4.41,2.76
39951,0.33,0,0,7,62.4,57.0,492,4.39,4.42,2.75
39952,0.33,0,0,7,62.4,56.0,492,4.41,4.44,2.76
39953,0.33,3,3,6,63.2,57.0,492,4.39,4.44,2.79
39954,0.33,0,0,7,60.9,56.0,492,4.45,4.48,2.72
39955,0.33,3,0,7,63.4,56.0,492,4.4,4.43,2.8
39956,0.33,1,0,7,59.5,59.0,492,4.48,4.5,2.67
39957,0.33,0,0,7,61.3,56.0,492,4.45,4.49,2.74
39958,0.33,3,0,7,63.3,53.0,492,4.39,4.42,2.79
39959,0.33,1,0,7,61.6,59.0,492,4.41,4.42,2.72
39962,0.52,1,5,6,62.9,58.0,1105,5.14,5.04,3.2
39963,0.59,1,4,6,62.2,59.0,1106,5.38,5.32,3.33
39964,0.4,2,1,3,61.0,55.0,1106,4.77,4.81,2.92
39965,0.53,2,6,4,61.4,56.0,1106,5.19,5.23,3.2
39966,0.4,0,1,3,62.6,54.0,1106,4.71,4.74,2.96
39967,0.4,0,1,3,61.4,59.0,1106,4.71,4.74,2.9
39968,0.4,0,1,3,62.5,54.0,1106,4.73,4.77,2.97
39969,0.5,2,2,6,63.1,61.0,1106,5.06,4.98,3.17
39970,0.5,2,2,6,63.2,58.0,1106,5.08,5.04,3.2
39971,0.39,2,2,2,60.8,57.0,1107,4.72,4.75,2.88
39972,0.51,3,3,6,63.1,64.0,1107,5.08,5.03,3.19
39973,0.43,4,1,5,60.5,59.0,1107,4.92,4.9,2.97
39974,0.32,0,0,3,61.6,55.0,1107,4.41,4.45,2.73
39975,0.44,0,5,2,61.2,55.0,1107,4.92,4.95,3.02
39976,0.34,0,1,2,61.8,55.0,1107,4.49,4.5,2.78
39977,0.5,0,3,7,61.4,57.0,1107,5.1,5.13,3.14
39978,0.5,3,3,7,63.8,57.0,1107,5.02,4.98,3.19
39979,0.41,0,5,2,61.3,56.0,1107,4.85,4.8,2.96
39980,0.41,1,5,2,62.0,56.0,1107,4.77,4.75,2.95
39981,0.41,1,5,2,61.5,59.0,1107,4.81,4.75,2.94
39982,0.41,0,5,2,61.8,55.0,1107,4.79,4.76,2.95
39983,0.41,1,5,2,61.9,57.0,1107,4.82,4.78,2.97
39984,0.41,1,5,2,59.8,61.0,1107,4.84,4.79,2.88
39985,0.41,0,2,5,61.0,57.0,1107,4.81,4.76,2.92
39986,0.41,0,2,5,61.8,56.0,1107,4.8,4.78,2.96
39987,0.41,0,2,5,61.4,55.0,1107,4.83,4.78,2.95
39988,0.41,1,2,5,61.1,56.0,1107,4.84,4.79,2.94
39989,0.41,1,2,5,61.3,58.0,1107,4.84,4.79,2.95
39990,0.41,0,2,5,60.8,56.0,1107,4.81,4.8,2.92
39991,0.41,0,2,5,61.1,56.0,1107,4.83,4.8,2.94
39992,0.41,1,2,5,60.3,58.0,1107,4.85,4.8,2.91
39993,0.41,1,2,5,60.3,60.0,1107,4.84,4.81,2.91
39994,0.41,0,2,5,60.0,56.0,1107,4.88,4.82,2.91
39995,0.41,0,2,5,62.6,57.0,1107,4.79,4.76,2.99
39996,0.41,0,2,5,61.8,56.0,1107,4.79,4.76,2.95
39997,0.41,1,2,5,61.6,59.0,1107,4.77,4.74,2.93
39998,0.41,0,2,5,60.9,57.0,1107,4.78,4.74,2.9
39999,0.41,0,2,5,62.1,56.0,1107,4.79,4.74,2.96
40000,0.41,1,2,5,62.4,56.0,1107,4.77,4.75,2.97
40001,0.41,0,2,5,62.3,57.0,1107,4.78,4.75,2.97
40002,0.41,0,2,5,61.8,57.0,1107,4.79,4.75,2.95
40003,0.41,1,2,5,62.6,58.0,1107,4.81,4.75,2.99
40004,0.41,2,2,5,63.2,57.0,1107,4.76,4.74,3.0
40005,0.41,0,2,5,61.9,56.0,1107,4.76,4.74,2.94
40006,0.41,0,2,5,62.7,57.0,1107,4.78,4.73,2.98
40007,0.41,1,2,5,62.8,58.0,1107,4.73,4.69,2.96
40008,0.41,1,2,5,62.6,57.0,1107,4.74,4.71,2.96
40009,0.41,0,2,5,62.7,56.0,1107,4.78,4.72,2.98
40010,0.41,0,2,5,62.8,57.0,1107,4.76,4.73,2.98
40011,0.41,0,2,5,61.8,57.0,1107,4.78,4.73,2.94
40013,0.31,1,1,3,62.3,56.0,1107,4.34,4.3,2.69
40014,0.37,2,0,2,62.3,54.0,1108,4.57,4.65,2.87
40015,0.51,2,0,7,61.5,59.0,1108,5.07,5.14,3.14
40016,0.42,0,4,2,62.8,57.0,1108,4.79,4.79,3.01
40017,0.42,2,0,4,62.5,57.0,1109,4.75,4.85,3.0
40019,0.59,2,5,6,62.8,59.0,1109,5.34,5.36,3.36
40020,0.55,0,5,7,60.4,56.0,1109,5.32,5.36,3.23
40021,0.32,0,1,3,62.4,56.0,1109,4.43,4.39,2.75
40022,0.34,0,0,4,60.9,56.0,1109,4.56,4.51,2.76
40023,0.51,1,0,7,60.2,58.0,1109,5.24,5.2,3.14
40024,0.33,2,0,4,63.2,56.0,1109,4.45,4.44,2.81
40026,0.53,2,2,7,63.2,55.0,1110,5.17,5.18,3.27
40027,0.48,1,2,6,60.6,62.0,1110,5.06,5.0,3.05
40028,0.5,0,5,5,62.4,55.0,1110,5.09,5.11,3.18
40029,0.5,0,5,5,62.0,55.0,1110,5.1,5.12,3.17
40030,0.41,0,3,6,61.6,57.0,1110,4.77,4.81,2.95
40031,0.41,0,3,6,62.1,55.0,1110,4.78,4.81,2.98
40032,0.47,1,3,6,59.5,60.0,1110,5.09,5.06,3.02
40033,0.4,3,1,6,60.6,65.0,1110,4.74,4.71,2.86
40034,0.4,2,2,2,62.9,55.0,1111,4.71,4.74,2.97
40035,0.4,2,2,2,61.9,59.0,1111,4.71,4.75,2.93
40036,0.4,2,2,2,62.3,60.0,1111,4.65,4.69,2.91
40037,0.52,1,2,7,61.7,58.0,1111,5.12,5.16,3.17
40038,0.52,3,4,6,63.1,57.0,1111,5.09,5.14,3.23
40039,0.52,2,4,6,62.6,55.0,1111,5.12,5.16,3.22
40040,0.4,0,0,3,62.8,56.0,1111,4.68,4.72,2.95
40041,0.54,0,1,7,62.7,57.0,1111,5.2,5.23,3.27
40043,0.52,2,1,7,60.7,56.0,1112,5.17,5.21,3.15
40044,0.52,1,2,6,62.0,59.0,1112,5.18,5.15,3.2
40045,0.54,3,1,7,63.9,54.0,1112,5.18,5.12,3.29
40046,0.38,0,1,5,60.1,56.0,1112,4.72,4.69,2.83
40047,0.3,0,0,2,62.2,57.0,1112,4.35,4.3,2.69
40048,0.38,0,1,5,61.7,55.0,1112,4.68,4.66,2.88
40049,0.38,1,1,5,60.5,62.0,1112,4.74,4.65,2.84
40050,0.38,1,1,5,60.5,58.0,1112,4.7,4.66,2.83
40051,0.38,1,1,5,60.3,58.0,1112,4.72,4.67,2.83
40052,0.38,1,1,5,59.2,60.0,1112,4.77,4.73,2.81
40053,0.38,1,1,5,62.2,59.0,1112,4.67,4.63,2.89
40054,0.38,1,1,5,61.8,58.0,1112,4.64,4.61,2.86
40055,0.38,0,1,4,62.2,55.0,1112,4.67,4.63,2.89
40056,0.57,0,6,5,62.5,54.0,1113,5.32,5.34,3.33
40057,0.53,0,3,7,62.3,53.0,1113,5.21,5.25,3.26
40058,0.57,0,5,6,61.6,54.0,1113,5.36,5.38,3.31
40060,0.43,1,3,5,60.8,59.0,1113,4.91,4.86,2.97
40061,0.53,1,4,7,62.5,60.0,1113,5.18,5.16,3.23
40062,0.43,1,4,4,62.3,58.0,1113,4.81,4.75,2.98
40063,0.43,1,4,4,60.0,59.0,1113,4.98,4.86,2.95
40064,0.43,1,3,5,61.3,58.0,1113,4.86,4.83,2.97
40065,0.43,1,3,5,61.1,58.0,1113,4.88,4.84,2.97
40066,0.43,1,3,5,61.2,58.0,1113,4.9,4.84,2.98
40067,0.43,1,3,5,59.1,60.0,1113,4.93,4.88,2.9
40068,0.43,1,3,5,62.9,59.0,1113,4.83,4.78,3.02
40069,0.43,1,3,5,62.3,58.0,1113,4.85,4.81,3.01
40070,0.43,1,3,5,61.1,59.0,1113,4.86,4.83,2.96
40071,0.53,2,6,5,62.9,58.0,1114,5.16,5.18,3.25
40072,0.54,0,5,6,61.4,56.0,1114,5.25,5.27,3.23
40073,0.54,0,5,6,61.7,56.0,1114,5.25,5.29,3.25
40074,0.3,0,2,2,62.1,55.0,1114,4.32,4.31,2.68
40075,0.3,0,2,2,62.4,56.0,1114,4.31,4.28,2.68
40076,0.3,1,2,2,62.0,59.0,1114,4.28,4.24,2.64
40077,0.33,1,1,3,60.3,58.0,1114,4.49,4.47,2.7
40078,0.33,0,2,1,61.5,55.0,1114,4.47,4.44,2.74
40079,0.3,1,2,2,61.8,59.0,1114,4.29,4.26,2.64
40080,0.36,0,0,3,61.6,57.0,1114,4.59,4.56,2.82
40081,0.33,0,1,3,61.7,57.0,1114,4.44,4.41,2.73
40082,0.33,0,1,3,61.2,57.0,1114,4.47,4.45,2.73
40083,0.3,0,2,2,61.9,57.0,1114,4.33,4.3,2.67
40084,0.33,0,4,1,62.1,55.0,1114,4.44,4.41,2.75
40085,0.33,0,4,1,61.9,55.0,1114,4.44,4.42,2.74
40086,0.33,1,4,1,60.3,59.0,1114,4.49,4.47,2.7
40087,0.33,1,4,1,62.0,58.0,1114,4.42,4.39,2.73
40088,0.33,1,4,1,61.8,60.0,1114,4.44,4.4,2.73
40089,0.33,1,3,2,60.9,60.0,1114,4.5,4.46,2.73
40090,0.33,0,3,2,61.7,54.0,1114,4.48,4.47,2.76
40091,0.33,1,3,2,60.9,58.0,1114,4.47,4.43,2.71
40092,0.33,1,3,2,60.4,59.0,1114,4.47,4.44,2.69
40093,0.33,0,3,2,61.5,56.0,1114,4.46,4.45,2.74
40094,0.33,0,3,2,61.7,56.0,1114,4.47,4.45,2.75
40095,0.33,0,3,2,62.0,56.0,1114,4.48,4.45,2.77
40096,0.33,0,3,2,62.0,56.0,1114,4.48,4.45,2.77
40097,0.33,0,3,2,62.2,57.0,1114,4.46,4.41,2.76
40098,0.33,1,3,2,61.2,60.0,1114,4.44,4.42,2.71
40099,0.33,0,3,2,61.8,55.0,1114,4.45,4.42,2.74
40100,0.33,0,3,2,60.8,56.0,1114,4.46,4.42,2.7
40101,0.33,0,3,2,62.3,55.0,1114,4.46,4.43,2.77
40102,0.33,1,3,2,61.9,59.0,1114,4.41,4.38,2.72
40103,0.33,1,3,2,62.8,59.0,1114,4.44,4.38,2.77
40104,0.33,1,3,2,61.4,60.0,1114,4.44,4.39,2.71
40105,0.33,1,3,2,62.1,58.0,1114,4.43,4.4,2.74
40106,0.5,4,1,7,59.8,66.0,1114,5.18,5.09,3.07
40107,0.54,4,2,6,61.4,66.0,1114,5.24,5.18,3.2
40109,0.32,0,0,4,60.9,57.0,1114,4.48,4.45,2.72
40110,0.41,0,2,3,61.9,55.0,1115,4.78,4.79,2.96
40111,0.41,1,2,3,60.1,59.0,1115,4.79,4.82,2.89
40112,0.41,2,2,3,60.3,58.0,1115,4.79,4.83,2.9
40113,0.41,0,2,3,61.9,55.0,1115,4.74,4.79,2.95
40114,0.41,0,2,3,60.1,57.0,1115,4.83,4.85,2.91
40115,0.41,1,2,3,60.4,58.0,1115,4.8,4.84,2.91
40116,0.41,0,2,3,61.7,57.0,1115,4.73,4.8,2.94
40117,0.41,1,2,3,61.0,59.0,1115,4.77,4.83,2.93
40118,0.41,0,2,3,61.0,56.0,1115,4.78,4.82,2.93
40119,0.41,0,2,3,62.6,55.0,1115,4.73,4.76,2.97
40120,0.41,1,2,3,61.0,59.0,1115,4.79,4.82,2.93
40121,0.41,2,2,3,62.9,54.0,1115,4.7,4.74,2.97
40122,0.41,0,2,3,60.6,57.0,1115,4.81,4.86,2.93
40123,0.41,0,2,3,61.4,56.0,1115,4.76,4.81,2.94
40124,0.41,1,2,3,60.1,58.0,1115,4.79,4.83,2.89
40125,0.41,0,2,3,61.2,56.0,1115,4.78,4.8,2.93
40126,0.41,0,2,3,62.3,56.0,1115,4.73,4.77,2.96
40127,0.41,0,2,3,62.5,56.0,1115,4.72,4.75,2.96
40128,0.41,0,2,3,61.7,56.0,1115,4.78,4.81,2.96
40129,0.41,1,2,3,60.6,58.0,1115,4.79,4.84,2.92
40130,0.41,1,2,3,62.4,58.0,1115,4.7,4.76,2.95
40131,0.41,0,1,4,60.4,55.0,1115,4.85,4.89,2.94
40132,0.41,0,4,2,62.7,54.0,1115,4.79,4.78,3.0
40133,0.41,1,4,2,60.4,58.0,1115,4.85,4.79,2.91
40134,0.41,1,4,2,61.4,60.0,1115,4.78,4.73,2.92
40135,0.41,0,4,2,62.2,57.0,1115,4.78,4.74,2.96
40136,0.41,0,4,2,61.4,56.0,1115,4.8,4.77,2.94
40140,0.51,1,4,6,60.6,59.0,1116,5.17,5.13,3.12
40141,0.41,2,1,3,62.2,57.0,1116,4.76,4.79,2.97
40142,0.4,2,2,2,63.7,58.0,1116,4.65,4.68,2.97
40143,0.49,2,2,6,62.5,57.0,1116,4.99,5.02,3.13
40144,0.51,1,4,6,61.9,56.0,1116,5.13,5.12,3.17
40145,0.51,3,4,6,63.6,57.0,1116,5.09,5.04,3.22
40146,0.38,0,2,4,61.3,56.0,1116,4.68,4.72,2.88
40147,0.35,0,1,2,62.2,56.0,1116,4.53,4.51,2.81
40148,0.35,0,3,1,61.1,56.0,1116,4.59,4.54,2.79
40149,0.35,0,1,2,62.0,56.0,1116,4.58,4.51,2.82
40150,0.35,0,1,2,60.7,57.0,1116,4.57,4.53,2.76
40151,0.35,1,1,2,60.7,59.0,1116,4.58,4.55,2.77
40152,0.35,1,1,2,61.0,58.0,1116,4.56,4.52,2.77
